id,timestamp,event,url,canonical_id,selector,xpath,type,session_id,boundary,sequence_index,duration_since_prev
45,1767168270346,click,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,button:ok,body.docs-gm > div.docs-material > div.modal-dialog > div.modal-dialog-buttons > button.goog-buttonset-default,/html/body/div/div/div/button,button,S005,0,13,211
46,1767168270366,blur,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,button:ok,body.docs-gm > div.docs-material > div.modal-dialog > div.modal-dialog-buttons > button.goog-buttonset-default,/html/body/div/div/div/button,button,S005,0,14,20
47,1767168270366,focus,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,generic_element:unknown,body.docs-gm > iframe.docs-texteventtarget-iframe,/html/body/iframe,generic_element,S005,0,15,0
48,1767168271662,blur,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,generic_element:unknown,body.docs-gm > iframe.docs-texteventtarget-iframe,/html/body/iframe,generic_element,S005,0,16,1296
49,1767168271663,focus,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,button:got_it,body.docs-gm > div.docs-material > div > div > div.appsElementsCowCalloutContainer > div.appsElementsPositionedSurfaceContainer > div > div.appsElementsCalloutAnchorPaddingContainer > span.appsElementsCalloutArrowAndContent > span.appsElementsCalloutContainer > div.javascriptMaterialdesignGm3WizCardElevated-card > span.appsElementsCalloutCardContentContainer > div.appsElementsCalloutBodyAndFooterContainer > div.appsElementsCalloutFooterContainer > div.appsElementsCalloutFooterButtonsContainer > button.javascriptMaterialdesignGm3WizButtonFilled-button,/html/body/div/div/div/div/div/div/div/span/span/div/span/div/div/div/button,button,S005,0,17,1
50,1767168271879,click,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,button:got_it,body.docs-gm > div.docs-material > div > div > div.appsElementsCowCalloutContainer > div.appsElementsPositionedSurfaceContainer > div > div.appsElementsCalloutAnchorPaddingContainer > span.appsElementsCalloutArrowAndContent > span.appsElementsCalloutContainer > div.javascriptMaterialdesignGm3WizCardElevated-card > span.appsElementsCalloutCardContentContainer > div.appsElementsCalloutBodyAndFooterContainer > div.appsElementsCalloutFooterContainer > div.appsElementsCalloutFooterButtonsContainer > button.javascriptMaterialdesignGm3WizButtonFilled-button,/html/body/div/div/div/div/div/div/div/span/span/div/span/div/div/div/button,button,S005,0,18,216
51,1767168271897,blur,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,button:got_it,body.docs-gm > div.docs-material > div > div > div.appsElementsCowCalloutContainer > div.appsElementsPositionedSurfaceContainer > div > div.appsElementsCalloutAnchorPaddingContainer > span.appsElementsCalloutArrowAndContent > span.appsElementsCalloutContainer > div.javascriptMaterialdesignGm3WizCardElevated-card > span.appsElementsCalloutCardContentContainer > div.appsElementsCalloutBodyAndFooterContainer > div.appsElementsCalloutFooterContainer > div.appsElementsCalloutFooterButtonsContainer > button.javascriptMaterialdesignGm3WizButtonFilled-button,/html/body/div/div/div/div/div/div/div/span/span/div/span/div/div/div/button,button,S005,0,19,18
52,1767168285458,heartbeat,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,element:unknown,,,generic,S005,0,20,13561
53,1767168310266,visibility_change,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,element:unknown,,,generic,S005,0,21,24808
54,1767168322711,visibility_change,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,element:unknown,,,generic,S005,0,22,12445
55,1767168338297,visibility_change,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,element:unknown,,,generic,S005,0,23,15586
56,1767168368925,visibility_change,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,element:unknown,,,generic,S005,0,24,30628
57,1767168370512,visibility_change,https://docs.google.com/document/d/1dGhIlJBPhobgJDNk5cl54t5Z02bkKa4IGKPWbba83Zs/edit?tab=t.0,element:unknown,,,generic,S005,0,25,1587
58,1767169876417,focus,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,body > div.flex > div.relative > div.relative > div.@container/main > div.@w-sm/main:[scrollbar-gutter:stable_both-edges] > main.min-h-0 > div.group/thread > div.composer-parent > div.sticky > div > div.text-base > div.[--thread-content-max-width:40rem] > div.pointer-events-auto > form.group/composer > div > div.bg-token-bg-primary > div.-my-2.5 > div.wcDTda_prosemirror-parent > textarea.wcDTda_fallbackTextarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/textarea,generic_element,S006,1,1,1505905
59,1767169877013,blur,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,body > div.flex > div.relative > div.relative > div.@container/main > div.@w-sm/main:[scrollbar-gutter:stable_both-edges] > main.min-h-0 > div.group/thread > div.composer-parent > div.sticky > div > div.text-base > div.[--thread-content-max-width:40rem] > div.pointer-events-auto > form.group/composer > div > div.bg-token-bg-primary > div.-my-2.5 > div.wcDTda_prosemirror-parent > textarea.wcDTda_fallbackTextarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/textarea,generic_element,S006,0,2,596
60,1767169877013,focus,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,3,0
61,1767169886299,click,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:unknown,body > div.flex > div.relative > div.relative > div.@container/main > div.@w-sm/main:[scrollbar-gutter:stable_both-edges] > main.min-h-0 > div.group/thread > div.composer-parent > div.sticky > div > div.text-base > div.[--thread-content-max-width:40rem] > div.pointer-events-auto > form.group/composer > div > div.bg-token-bg-primary > div.-my-2.5 > div.wcDTda_prosemirror-parent > div.ProseMirror > p.placeholder,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div/p,generic_element,S006,0,4,9286
62,1767169886865,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,5,566
63,1767169887020,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,6,155
64,1767169887254,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,7,234
65,1767169887412,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,8,158
66,1767169887569,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,9,157
67,1767169887774,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,10,205
68,1767169887954,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,11,180
69,1767169888170,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,12,216
70,1767169888397,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,13,227
71,1767169888652,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,14,255
72,1767169888783,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,15,131
73,1767169889302,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,16,519
74,1767169889524,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,17,222
75,1767169889804,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,18,280
76,1767169889952,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,19,148
77,1767169890144,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,20,192
78,1767169890336,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,21,192
79,1767169890460,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,22,124
80,1767169890584,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,23,124
81,1767169890793,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,24,209
82,1767169890945,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,25,152
83,1767169891550,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,26,605
84,1767169892960,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,27,1410
85,1767169893534,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,28,574
86,1767169893660,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,29,126
87,1767169893974,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,30,314
88,1767169894099,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,31,125
89,1767169894534,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,32,435
90,1767169894695,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,33,161
91,1767169894864,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,34,169
92,1767169895273,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,35,409
93,1767169895554,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,36,281
94,1767169895716,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,37,162
95,1767169896208,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,38,492
96,1767169896336,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,39,128
97,1767169896464,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,40,128
98,1767169896614,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,41,150
99,1767169896757,input,https://chatgpt.com/c/6954bca9-b214-8324-96fc-c6c95f2a18d1,generic_element:prompt_textarea,#prompt-textarea,/html/body/div/div/div/div/div/main/div/div/div/div/div/div/div/form/div/div/div/div/div,generic_element,S006,0,42,143
